Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Alatyyppi;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Luonnehdinta;Alkoholi-%;Energia kcal/100 ml
907106;Ogier Artesis Blanc 2019;Ogier;0,75 l;13.99;18.52;valkoviinit;Pirteä & Hedelmäinen;;Ranska;Rhône;2019;Kuiva, hapokas, aprikoosinen, persikkainen, sitruksinen;13.0;70.0
944327;Ogier Châteauneuf-du-Pape Clos de l'Oratoire Blanc  2018;Ogier;0,75 l;46.99;62.52;valkoviinit;Vivahteikas & Ryhdikäs;;Ranska;Rhône;2018;Kuiva, hapokas, trooppisen hedelmäinen, mausteinen, kukkainen;13.5;80.0
537267;Paul Jaboulet Aîné Hermitage le Chevalier de Sterimberg 2018;Paul Jaboulet Ainé;0,75 l;73.00;97.33;valkoviinit;Vivahteikas & Ryhdikäs;;Ranska;Rhône;2018;Kuiva, hapokas, valkopersikkainen, sitruksinen, kevyen valkopippurinen, hennon kukkainen, mausteinen, ryhdikäs;13.0;70.0
928647;Rhone to the Bone Blanc 2017;Ravoire et Fils;0,75 l;14.68;19.44;valkoviinit;Pehmeä & Kepeä;;Ranska;Rhône;2017;Kuiva, keskihapokas, aprikoosinen, hunajainen;13.0;70.0
902627;Xavier Châteauneuf-du-Pape Blanc 2020;Xavier Vins;0,75 l;40.14;53.52;valkoviinit;Pirteä & Hedelmäinen;;Ranska;Rhône;2020;Kuiva, hapokas, trooppisen hedelmäinen, mausteinen, kukkainen;14.0;80.0
544507;Carrel Chatgris Vin Orange 2017;Maison Carrel;0,75 l;23.98;31.84;valkoviinit;Pirteä & Hedelmäinen;;Ranska;;2017;Kuiva, hapokas, keltaomenainen, kypsän hunajameloninen, kevyen pähkinäinen, hennon kermatoffeinen, kevyen tamminen;15.0;80.0
921227;Château de Dracy Chardonnay 2017;Albert Bichot;0,75 l;23.49;31.32;valkoviinit;Runsas & Paahteinen;;Ranska;;2017;Kuiva, hapokas, hedelmäinen, tamminen, mausteinen;12.5;70.0
540923;JP. Chenet Fizzy Chardonnay tölkki;Les Grands Chais de France;0,2 l;3.55;17.75;valkoviinit;Pirteä & Hedelmäinen;;Ranska;;;Puolikuiva, hapokas, aprikoosinen, päärynäinen, sitruksinen, kevyen yrttinen, pirskahteleva;13.0;80.0
940106;Joseph Scharsch GW Pétillant Naturel;Domaine Joseph Scharsch;0,75 l;28.93;38.57;valkoviinit;Pirteä & Hedelmäinen;;Ranska;;;Kuiva, hapokas, litsiluumuinen, mausteinen, aromikas, pirskahteleva;14.0;80.0
552777;Solaris 2019;Bonfils;0,75 l;15.97;21.16;valkoviinit;Pirteä & Hedelmäinen;;Ranska;;2019;Kuiva, hapokas, keltaomenainen, aprikoosinen, appelsiininen, kevyen hunajameloninen, hennon tallinen;14.0;80.0
513197;Villa Vinea Feteasca Regala 2019;Villa Vinea;0,75 l;15.01;20.01;valkoviinit;Pirteä & Hedelmäinen;;Romania;;2019;Kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, aprikoosinen, viheromenainen, yrttinen;13.0;70.0
546517;1112 Blanc de Noirs Trocken 2018;Markgräflich Badisches Weinhaus;0,75 l;8.49;11.19;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Baden;2018;Kuiva, hapokas, aprikoosinen, kypsän sitruksinen, viheromenainen, kevyen yrttinen, hennon kukkainen;12.5;70.0
955435;Baron Von Maydell Riesling 2019;LGCF;0,75 l;14.99;19.99;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Baden;2019;Kuiva, keskihapokas, aprikoosinen, mineraalinen, ananaksinen;12.5;70.0
525467;Baron Von Maydell Spätburgunder Blanc de Noirs 2018;Baron Von Maydell GmbH;0,75 l;14.99;19.99;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Baden;2018;Kuiva, hapokas, limettinen, vadelmainen, kevyen aprikoosinen, mineraalinen;13.0;80.0
513187;Bertram Isele Grauer Burgunder Achkarrer Schloßberg Spätlese 2017;Bertram Isele;0,75 l;18.91;25.08;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Baden;2017;Kuiva, hapokas, kypsän sitruksinen, viheromenainen, päärynäinen, valkopippurinen, kevyen mantelinen;14.0;80.0
591457;Franz Keller Oberbergener Bassgeige Weissburgunder Erste Lage 2016;Franz Keller;0,75 l;24.99;33.32;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Baden;2016;Kuiva, hapokas, valkopersikkainen, sitruksinen, kevyen koivunlehtinen, hennon mineraalinen, tasapainoinen, tyylikäs;12.5;70.0
938911;Grauburgunder Herzstück 2017;Wild;0,75 l;26.31;35.08;valkoviinit;Pehmeä & Kepeä;;Saksa;Baden;2017;Kuiva, keskihapokas, voinen, omenainen, sitruksinen;13.0;70.0
580917;Klumpp Grauburgunder 2018;Weinhaus Klumpp;0,75 l;14.98;19.84;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Baden;2018;Kuiva, hapokas, kypsän sitruksinen, kevyen herukkainen, viherpäärynäinen, klementiininen, hennon viherpippurinen;13.0;80.0
524997;Seeger Chardonnay S Trocken 2018;Weingut Seeger;0,75 l;48.52;64.69;valkoviinit;Runsas & Paahteinen;;Saksa;Baden;2018;Kuiva, hapokas, keltaluumuinen, sitruksinen, kevyen koivunlehtinen, kermainen, mineraalinen, tamminen, ryhdikäs, pitkä;14.0;80.0
573207;Seeger Oberklamm Grauer Burgunder Leimener Herrenberg GG Trocken 2018;Weingut Seeger;0,75 l;47.64;63.52;valkoviinit;Runsas & Paahteinen;;Saksa;Baden;2018;Kuiva, hapokas, keltaluumuinen, sitruksinen, aprikoosinen, kevyen yrttinen, tamminen, tyylikäs, pitkä;14.0;80.0
934172;Wild Chardonnay 2019;Wild;0,75 l;20.12;26.83;valkoviinit;Runsas & Paahteinen;;Saksa;Baden;2019;Kuiva, keskihapokas, hedelmäinen, vaniljainen, tamminen;13.0;80.0
942076;2Naturkinder Drei Freunde 2019;2Naturkinder;0,75 l;31.05;41.4;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, erittäin hapokas, kukkainen, mineraalinen, omenainen;11.0;60.0
956991;2Naturkinder Fledermaus Weiss 2019;2Naturkinder;0,75 l;33.68;44.91;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Franken;2019;Kuiva, erittäin hapokas, greippinen, omenainen, sitruksinen;11.0;60.0
928203;2Naturkinder Kleine Heimat 2018;2Naturkinder;0,75 l;36.97;49.29;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2018;Kuiva, hapokas, aprikoosinen, päärynäinen, sitruksinen;12.0;70.0
919778;2Naturkinder Silvaner PetNat 2019;2Naturkinder;0,75 l;31.05;41.4;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, hapokas, aprikoosinen, päärynäinen, pirskahteleva;11.0;60.0
920588;2Naturkinder Vater & Sohn 2019;2Naturkinder;0,75 l;24.36;32.48;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, hapokas, hunajameloninen, mausteinen, aprikoosinen;10.5;60.0
927063;2Naturkinder Weinschwärmer 2018;2Naturkinder;0,75 l;43.53;58.04;valkoviinit;Runsas & Paahteinen;;Saksa;Franken;2018;Kuiva, hapokas, hunajainen, omenainen, paahteinen;11.5;60.0
545777;Brennfleck Sulzfelder Sonnenberg Silvaner Alte Reben 2019;Weingut Brennfleck;0,75 l;16.89;22.39;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, hapokas, klementiininen, kevyen litsiluumuinen, kypsän päärynäinen, hennon öljyinen, mineraalinen;13.0;70.0
907385;Burgerspital Riesling 2019;Burgerspital;0,75 l;16.99;22.65;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, hapokas, mineraalinen, viheromenainen, sitruksinen;12.5;70.0
927838;Bürgerspital Randersackerer Teufelskeller Riesling 2019;Bürgerspital;0,75 l;29.90;39.87;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Franken;2019;Kuiva, erittäin hapokas, mineraalinen, limettinen, viheromenainen;13.5;80.0
952426;Bürgerspital Silvaner 2020;Bürgerspital;0,75 l;16.99;22.65;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2020;Kuiva, hapokas, hedelmäinen, valkoherukkainen, yrttinen;11.5;70.0
529487;Bürgerspital Würzburger Pfaffenberg Silvaner Trocken 2019;Bürgerspital;0,75 l;24.90;33.2;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, hapokas, viheromenainen, päärynäinen, kevyen greippinen, hennon yrttinen;13.0;70.0
535727;Juliusspital Würzburger Abtsleite Silvaner trocken 2016;Juliusspital Würzburg;0,75 l;23.63;31.51;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Franken;2016;Kuiva, hapokas, sitruksinen, omenainen, kevyen passionhedelmäinen, hennon mausteinen;13.5;80.0
931262;Katzenkopf Supremus Silvaner Spätlese Trocken 2018;Winzer Sommerach;0,75 l;31.22;41.63;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Franken;2018;Kuiva, hapokas, aprikoosinen, yrttinen, mineraalinen;13.5;80.0
524244;Schloss Sommerhausen Silvaner Trocken 2019;Weingut Schloss Sommerhausen;0,375 l;10.00;26.67;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, hapokas, aprikoosinen, viherpäärynäinen, kypsän sitruksinen, kevyen valkoherukkainen, yrttinen;12.5;70.0
910205;Winzer Sommerach Bacchus Halbtrocken 2018;Winzer Sommerach;1 l;17.14;17.14;valkoviinit;Lempeä & Makeahko;;Saksa;Franken;2018;Puolikuiva, keskihapokas, ananaksinen, hedelmäinen, trooppisen hedelmäinen;11.5;70.0
925372;Winzer Sommerach Bacchus Kabinett 2018;Winzer Sommerach;0,75 l;15.45;20.6;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2018;Puolikuiva, keskihapokas, herukkainen, seljankukkainen;11.5;70.0
936856;Winzer Sommerach Müller-Thurgau Halbtrocken 2018;Winzer Sommerach;1 l;17.14;17.14;valkoviinit;Lempeä & Makeahko;;Saksa;Franken;2018;Puolikuiva, keskihapokas, viheromenainen, hedelmäinen, sitruksinen;11.5;70.0
921033;Winzer Sommerach Silvaner Trocken 2018;Winzer Sommerach;1 l;17.50;17.5;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2018;Kuiva, keskihapokas, karviaismainen, mineraalinen, yrttinen;12.5;70.0
959045;Winzer Sommerach Sommeracher Kabinett Trocken Silvaner 2019;Winzer Sommerach;0,75 l;17.07;22.76;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, keskihapokas, päärynäinen, kukkainen, valkopippurinen;13.0;80.0
946065;Winzer Sommerach Sommerlust Silvaner 2019;Winzer Sommerach;0,75 l;12.10;16.13;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Franken;2019;Kuiva, keskihapokas, viheromenainen, hedelmäinen;13.0;80.0
524667;Blitz Riesling 2020;Weinhaus Dr. Pauly-Bergweiler;0,75 l;9.98;13.17;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2020;Puolikuiva, hapokas, kypsän sitruksinen, viheromenainen, persikkainen, hunajameloninen, kevyen kukkainen, mausteinen;10.5;70.0
908807;Carl Loewen Alte Reben Riesling Trocken 2018;Carl Loewen;0,75 l;19.99;26.65;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2018;Puolikuiva, keskihapokas, aprikoosinen, hunajameloninen, päärynäinen;12.0;70.0
904592;Carl Loewen Maximin Herrenberg 1896 Alte Reben Riesling Trocken 2020;Carl Loewen;0,75 l;34.90;46.53;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2020;Kuiva, hapokas, limettinen, mineraalinen, omenainen;12.5;70.0
503377;Carl Loewen Quant Riesling 2020;Carl Loewen;0,75 l;14.98;19.84;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2020;Puolikuiva, hapokas, sitruksinen, aprikoosinen, ananaksinen, viheromenainen, mineraalinen;11.5;70.0
938744;Carl Loewen Varidor Riesling 2020;Carl Loewen;0,75 l;18.50;24.67;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2020;Puolikuiva, hapokas, limettinen, mineraalinen, omenainen;12.0;70.0
912025;Clemens Busch Marienburg Grosses Gewächs Riesling Trocken 2016;Clemens Busch;0,75 l;39.98;53.31;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, hapokas, sitruksinen, mineraalinen, aprikoosinen;12.0;70.0
953186;Clemens Busch Pünderich Riesling 2017;Clemens Busch;0,75 l;21.90;29.2;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2017;Makea, erittäin hapokas, sitruksinen, mineraalinen, aprikoosinen;8.0;70.0
930656;Clemens Busch Riesling 2017;Clemens Busch;0,75 l;19.95;26.6;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2017;Kuiva, hapokas, sitruksinen, mineraalinen, aprikoosinen;10.5;60.0
904126;Clemens Busch Riesling Vom Blauen Schiefer 2018;Clemens Busch;0,75 l;33.49;44.65;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2018;Kuiva, hapokas, sitruksinen, mineraalinen, mausteinen;13.0;80.0
931935;Clemens Busch Riesling Vom Grauen Schiefer 2016;Clemens Busch;0,75 l;28.49;37.99;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, hapokas, sitruksinen, mineraalinen, aprikoosinen;11.0;60.0
925083;Clemens Busch Riesling Vom Roten Schiefer 2018;Clemens Busch;0,75 l;28.49;37.99;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2018;Kuiva, hapokas, sitruksinen, mineraalinen, mausteinen;12.5;70.0
919977;DOM Bischöfliche Weingüter Trier Riesling Feinherb 2016;Bischöfliche Weingüter Trier;0,75 l;15.37;20.49;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2016;Puolimakea, erittäin hapokas, hedelmäinen, sitruksinen, aromikas;11.0;70.0
939477;DOM Bischöfliche Weingüter Trier Riesling Trocken 2018;Bischöfliche Weingüter Trier;0,75 l;16.25;21.67;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2018;Kuiva, hapokas, sitruksinen, hedelmäinen;12.0;70.0
914557;Dr H. Thanisch Berncasteler Doctor Riesling Kabinett 2013;Dr H. Thanisch Erben Müller-Burggraeff;0,75 l;40.03;53.37;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2013;Makea, erittäin hapokas, mineraalinen, yrttinen, aprikoosinen;8.0;80.0
936878;Dr H. Thanisch Berncasteler Doctor Riesling Spätlese GG 2016;Dr H. Thanisch, Erben Müller-Burggraeff;0,75 l;52.90;70.53;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, hapokas, mineraalinen, keltaluumuinen, sitruksinen;12.0;70.0
919091;Dr H. Thanisch Graacher Himmelreich Spätlese Trocken 2015;Dr H. Thanisch, Erben Müller-Burggraeff;0,75 l;35.50;47.33;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2015;Kuiva, erittäin hapokas, sitruksinen, litsiluumuinen, mineraalinen;10.5;60.0
929377;Dr H. Thanisch Riesling Kabinett 2016;Dr H. Thanisch Erben Müller-Burggraeff;0,75 l;19.99;26.52;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Puolimakea, erittäin hapokas, aprikoosinen, passionhedelmäinen, mineraalinen;10.0;70.0
902287;Dr H. Thanisch Riesling Kabinett Trocken 2019;Dr H. Thanisch Erben Müller-Burggraeff;0,75 l;19.99;26.52;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2019;Kuiva, erittäin hapokas, limettinen, sitruksinen, mineraalinen;11.0;60.0
914037;Dr H. Thanisch Wehlener Sonnenuhr Riesling Spätlese Trocken 2015;Dr H. Thanisch Erben Müller-Burggraeff;0,75 l;33.98;45.31;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2015;Kuiva, erittäin hapokas, päärynäinen, yrttinen, mineraalinen;10.5;60.0
900327;Dr Thanisch Riesling 2018;Dr H. Thanisch Erben Müller-Burggraeff;0,75 l;15.69;20.79;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2018;Puolikuiva, hapokas, kypsän sitruksinen, aprikoosinen, viherpäärynäinen, hennon kukkainen, mineraalinen;12.0;70.0
564567;Dr. Hermann Erdener Treppchen Riesling Kabinett 2016;Weingut Dr. Hermann;0,75 l;15.98;21.17;valkoviinit;Lempeä & Makeahko;;Saksa;Mosel;2016;Makea, erittäin hapokas, aprikoosinen, limettinen, ananaksinen, klementiininen;7.5;60.0
544638;Dr. Loosen L Dry Riesling 2019;Loosen Bros;1,5 l;28.98;19.32;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2019;Kuiva, hapokas, sitruksinen, keltaluumuinen, kevyen aprikoosinen, mineraalinen;12.0;70.0
551094;Dr. Loosen Wehlener Riesling 2016;Dr. Loosen;0,375 l;12.99;34.37;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, erittäin hapokas, viheromenainen, sitruksinen, aprikoosinen, mineraalinen;12.0;70.0
950297;Dr. Pauly Bergweiler Ürziger Würzgarten Riesling Trocken 2017;Dr. Pauly Bergweiler;0,75 l;21.98;29.31;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2017;Kuiva, hapokas, keltaluumuinen, karviaismainen, mineraalinen;11.5;70.0
583617;Dr. Pauly-Bergweiler Bernkasteler alte Badstube am Doctorberg Riesling GG 2015;Dr. Pauly Bergweiler;0,75 l;45.80;61.07;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2015;Kuiva, hapokas, sitrusmarmeladinen, aprikoosinen, mineraalinen, yrttinen, petrolinen, ryhdikäs, pitkä;12.5;70.0
530937;Dr. Pauly-Bergweiler Graacher Himmelreich Riesling Spätlese 2005;Dr. Pauly Bergweiler;0,75 l;25.95;34.6;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2005;Makea, hapokas, aprikoosimarmeladinen, appelsiininkukkainen, kypsän sitruksinen, yrttinen, kevyen hunajainen, raikas;10.0;80.0
934493;Dr. Pauly-Bergweiler Graacher Himmelreich Riesling Spätlese 2015;Dr. Pauly-Bergweiler;0,75 l;26.50;35.33;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2015;Puolimakea, erittäin hapokas, aprikoosinen, mausteinen, mineraalinen;9.0;70.0
923497;Dr. Pauly-Bergweiler Riesling Feinherb 2018;Dr. Pauly-Bergweiler;0,75 l;14.99;19.99;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2018;Puolimakea, hapokas, karviaismainen, persikkainen, hedelmäinen;10.5;70.0
596537;Dr. Pauly-Bergweiler Riesling Trocken 2020;Dr. Pauly-Bergweiler;0,75 l;11.99;15.85;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2020;Kuiva, hapokas, viheromenainen, ananaksinen, kevyen hunajameloninen, yrttinen, mineraalinen;11.5;70.0
951627;Dr. Pauly-Bergweiler Wehlener Sonnenuhr Riesling Kabinett 2019;Dr. Pauly-Bergweiler;0,75 l;22.99;30.65;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2019;Puolimakea, erittäin hapokas, aprikoosinen, litsiluumuinen, mineraalinen;8.5;70.0
537227;Dr. Pauly-Bergweiler Wehlener Sonnenuhr Riesling Spätlese 2004;Dr. Pauly Bergweiler;0,75 l;24.90;33.2;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2004;Makea, hapokas, aprikoosimarmeladinen, sitruunankuorinen, hunajainen, mineraalinen, yrttinen, raikas;8.5;80.0
591324;Dr. Pauly-Bergweiler Ürziger Würzgarten Riesling Trocken 2016;Dr. Pauly-Bergweiler;0,375 l;14.99;39.97;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, hapokas, keltaluumuinen, verigreippinen, karviaishilloinen, mineraalinen;12.0;70.0
936432;Footmark Semi Sweet Riesling 2018;Norex Selected Brands;0,75 l;9.98;13.17;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2018;Puolimakea, hapokas, sitruksinen, aprikoosinen, keltaomenainen;9.0;70.0
941018;Frame Riesling Trocken 2019 muovipullo;Urban Beverages;1 l;12.99;12.59;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2019;Kuiva, hapokas, valkopersikkainen, sitruksinen, mineraalinen, hennon petrolinen, yrttinen;12.5;70.0
902327;Freeclimber Riesling 2020;Plob;0,75 l;13.90;18.4;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2020;Puolikuiva, hapokas, sitruksinen, persikkainen, klementiininen, viheromenainen, kukkainen, mineraalinen;12.0;70.0
553727;Fritz Haag Brauneberger Juffer Riesling Kabinett 2018;Weingut Fritz Haag;0,75 l;29.00;38.67;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2018;Makea, erittäin hapokas, sitruunainen, passionhedelmäinen, kevyen aprikoosinen, koivunlehtinen, hennon yrttinen, ryhdikäs, raikas;9.0;70.0
950145;Fritz Haag Brauneberger Juffer Spätlese Riesling 2016;Weingut Fritz Haag;0,75 l;27.50;36.67;valkoviinit;Lempeä & Makeahko;;Saksa;Mosel;2016;Makea, keskihapokas, persikkainen, greippinen, kukkainen;8.0;80.0
582907;Gebr. Ludwig Weisser Burgunder Trocken 2020;Weingut Gebruder Ludwig;0,75 l;12.48;16.51;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2020;Kuiva, hapokas, sitruksinen, keltaomenainen, klementiininen, mineraalinen, hennon paahteinen, yrttinen;12.5;70.0
584377;Grans-Fassian Catherina Riesling 2020;Weingut Grans-Fassian;0,75 l;14.99;19.85;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2020;Puolikuiva, erittäin hapokas, keltaluumuinen, sitruksinen, viherkarviaismainen, raparperinen, kevyen petrolinen;11.5;70.0
575397;Haart Riesling Piesporter Goldtröpfchen GG Trocken 2017;Weingut Haart;0,75 l;45.41;60.55;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2017;Kuiva, hapokas, kypsän sitruunainen, koivunlehtinen, aprikoosinen, yrttinen, mineraalinen, ryhdikäs, pitkä;12.5;70.0
591897;Haart Riesling Wintricher Ohligsberg Auslese 2015;Weingut Reinhold Haart;0,75 l;45.58;60.77;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2015;Makea, hapokas, limettinen, aprikoosinen, koivunlehtinen, kevyen yrttinen, hienostunut, pitkä;7.5;80.0
924724;Immich-Batterieberg Engelwehr Riesling Kabinett Trocken 2016;Immich-Batterieberg;0,75 l;19.99;26.65;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, erittäin hapokas, persikkainen, sitruksinen, omenainen;11.0;60.0
919526;J. & H. Selbach Trutta Fario Riesling Kabinett 2018;J. & H. Selbach Weinkellerei;0,75 l;24.52;32.69;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2018;Puolimakea, hapokas, sitruksinen, viheromenainen, mineraalinen;10.0;70.0
594897;Kiebel Cuvee Blanc 2020;Weinhaus Kiebel;0,75 l;12.69;16.79;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2020;Kuiva, hapokas, kypsän sitruksinen, omenainen, päärynäinen, kevyen litsiluumuinen, hennon yrttinen;12.0;70.0
561217;Klosterhof Serriger Antoniusberg Riesling Auslese 1997;Josef Wagner;0,75 l;39.23;52.17;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;1997;Puolimakea, hapokas, aprikoosinen, ananaksinen, valkopersikkainen, hunajainen, kevyen yrttinen, hennon petrolinen, tasapainoinen;9.5;70.0
007651;Königsmosel Riesling 2019;Ewald Theod. Drathen;0,75 l;10.99;14.52;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2019;Puolimakea, hapokas, sitruksinen, valkopersikkainen, keltaluumuinen, kevyen yrttinen;8.5;60.0
901997;Markus Molitor Haus Klosterberg Riesling 2018;Markus Molitor;0,75 l;21.65;28.87;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2018;Kuiva, hapokas, sitruksinen, hedelmäinen, yrttinen;11.5;70.0
501987;Markus Molitor Wehlener Sonnenuhr Riesling Spätlese 2011;Markus Molitor;0,75 l;31.65;42.2;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2011;Puolikuiva, hapokas, mangoinen, aprikoosinen, koivunlehtinen, petrolinen, tyylikäs, tasapainoinen;12.0;70.0
505537;Moselland Ars Vitis Riesling 2020;Moselland;0,75 l;9.99;13.19;valkoviinit;Lempeä & Makeahko;;Saksa;Mosel;2020;Puolimakea, keskihapokas, ananaksinen, sitrushilloinen, viheromenainen, kevyen kukkainen;8.0;60.0
911741;Moselland Goldschild Riesling Trocken 2018;Moselland;0,75 l;13.19;17.45;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2018;Kuiva, hapokas, omenainen, mineraalinen, sitruksinen;12.0;70.0
941327;Moselland Organic White 2017;Moselland eG;0,75 l;10.78;14.24;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2017;Puolimakea, hapokas, aprikoosinen, persikkainen, omenainen;8.5;70.0
007665;Moselland Riesling Kabinett 2020;Moselland;0,75 l;9.68;12.77;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2020;Puolimakea, hapokas, hunajameloninen, sitruksinen, aprikoosinen, viheromenainen, hennon yrttinen;8.0;60.0
007695;Moselland Riesling Trocken 2020;Moselland;0,75 l;9.79;12.92;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2020;Kuiva, hapokas, viheromenainen, sitruksinen, kevyen keltaluumuinen, mineraalinen, yrttinen;11.5;70.0
952477;Nik Weis Selection Urban Riesling 2020;Nik Weis;0,75 l;13.99;18.52;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2020;Puolikuiva, hapokas, kukkainen, hedelmäinen, mineraalinen;11.0;70.0
595017;Nik Weis St Urbans-Hof Riesling Laurentiuslay GG 2016;Nik Weis St. Urbans-Hof;0,75 l;44.86;59.81;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, hapokas, aprikoosinen, kypsän sitruksinen, hunajameloninen, kevyen kukkainen, mineraalinen, pitkä, elegantti;12.5;70.0
908395;Nik Weis St. Urbanshof Schiefer Riesling Magnum 2018;St. Urbanshof;1,5 l;44.99;29.99;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2018;Puolimakea, hapokas, sitruksinen, mineraalinen, keltaluumuinen;11.5;70.0
586944;Pauly Bernkasteler Kardinalsberg Riesling Trocken 2016;Axel Pauly;0,375 l;13.99;37.04;valkoviinit;Vivahteikas & Ryhdikäs;;Saksa;Mosel;2016;Kuiva, hapokas, valkopersikkainen, viheromenainen, aprikoosinen, mineraalinen, hennon ruusuinen;12.0;70.0
953517;Schloss Lieser Brauneberger Juffer Riesling Kabinett 2018;Schloss Lieser Thomas Haag;0,75 l;29.90;39.87;valkoviinit;Pirteä & Hedelmäinen;;Saksa;Mosel;2018;Makea, hapokas, omenainen, sitruksinen, mineraalinen;8.5;70.0
